county,precinct,office,district,party,candidate,votes,,,,,,,,,,,,,,,,,,,,,,,,
Gem,Absentee,President,,LBT,Jo Jorgensen,45,,,,,,,,,,,,,,,,,,,,,,,,
Gooding,2 Gooding City,President,,LBT,Jo Jorgensen,24,,,,,,,,,,,,,,,303,,,,,,,,,
Gooding,3 Gooding Rural,President,,LBT,Jo Jorgensen,17,,,,,,,,,,,,,,,158,,,,,,,,,
Gooding,4 Wendell City,President,,LBT,Jo Jorgensen,14,,,,,,,,,,,,,,,192,,,,,,,,,
Gooding,5 Wendell Rural,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,116,,,,,,,,,
Gooding,6 Bliss,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,76,,,,,,,,,
Gooding,7 Hagerman,President,,LBT,Jo Jorgensen,6,,,,,,,,,,,,,,,191,,,,,,,,,
Idaho,001 Big Butte,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,002 Clearwater,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,003 Cottonwood 1,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,004 Cottonwood 2,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,005 Elk City,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,006 Fenn,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,007 Ferdinand,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,008 Greencreek,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,009 Glover,President,,LBT,Jo Jorgensen,6,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,010 Grangeville 1,President,,LBT,Jo Jorgensen,5,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,011 Grangeville 2,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,012 Grangeville 3,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,013 Grangeville 4,President,,LBT,Jo Jorgensen,7,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,014 Grangeville 5,President,,LBT,Jo Jorgensen,5,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,015 Harpster,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,016 Joseph,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,017 Kamiah,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,018 Keuterville,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,019 Kooskia,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,020 Lowell,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,021 Pollock,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,022 Riggins,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,023 Slate Creek I,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,024 Stites,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,025 White Bird,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,026 Woodland,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,027 Slate Creek II,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,,,,,,,,,,
Idaho,028 Absentee,President,,LBT,Jo Jorgensen,53,,,,,,,,,,,,,,,,,,,,,,,,
Jefferson,1 Annis,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,12,,,,,,,,,
Jefferson,2 Clark,President,,LBT,Jo Jorgensen,16,,,,,,,,,,,,,,,28,,,,,,,,,
Jefferson,3 Garfield,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,17,,,,,,,,,
Jefferson,4 Grant,President,,LBT,Jo Jorgensen,7,,,,,,,,,,,,,,,27,,,,,,,,,
Jefferson,5 Hamer,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,8,,,,,,,,,
Jefferson,6 Labelle,President,,LBT,Jo Jorgensen,7,,,,,,,,,,,,,,,15,,,,,,,,,
Jefferson,7 Lewisville,President,,LBT,Jo Jorgensen,8,,,,,,,,,,,,,,,16,,,,,,,,,
Jefferson,8 Lorenzo,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,10,,,,,,,,,
Jefferson,9 Menan,President,,LBT,Jo Jorgensen,7,,,,,,,,,,,,,,,24,,,,,,,,,
Jefferson,10 Monteview,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,9,,,,,,,,,
Jefferson,11 Rigby 1,President,,LBT,Jo Jorgensen,14,,,,,,,,,,,,,,,23,,,,,,,,,
Jefferson,12 Rigby 2,President,,LBT,Jo Jorgensen,9,,,,,,,,,,,,,,,24,,,,,,,,,
Jefferson,13 Rigby 3,President,,LBT,Jo Jorgensen,11,,,,,,,,,,,,,,,14,,,,,,,,,
Jefferson,14 Rigby 4,President,,LBT,Jo Jorgensen,5,,,,,,,,,,,,,,,50,,,,,,,,,
Jefferson,15 Rigby 5,President,,LBT,Jo Jorgensen,8,,,,,,,,,,,,,,,11,,,,,,,,,
Jefferson,16 Rigby 6,President,,LBT,Jo Jorgensen,9,,,,,,,,,,,,,,,18,,,,,,,,,
Jefferson,17 Rigby 7,President,,LBT,Jo Jorgensen,8,,,,,,,,,,,,,,,28,,,,,,,,,
Jefferson,18 Ririe,President,,LBT,Jo Jorgensen,10,,,,,,,,,,,,,,,32,,,,,,,,,
Jefferson,19 Roberts,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,33,,,,,,,,,
Jefferson,20 Terreton,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,26,,,,,,,,,
Jefferson,21 Absentee,President,,LBT,Jo Jorgensen,118,,,,,,,,,,,,,,,820,,,,,,,,,
Jerome,001 Bishop-Court,President,,LBT,Jo Jorgensen,6,,,,,,,,,,,,,,,58,,,,,,,,,
Jerome,002 Canyonside,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,35,,,,,,,,,
Jerome,003 Eden,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,36,,,,,,,,,
Jerome,004 Falls City,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,8,,,,,,,,,
Jerome,005 Hazelton,President,,LBT,Jo Jorgensen,13,,,,,,,,,,,,,,,41,,,,,,,,,
Jerome,006 Northeast,President,,LBT,Jo Jorgensen,7,,,,,,,,,,,,,,,76,,,,,,,,,
Jerome,007 Northwest,President,,LBT,Jo Jorgensen,6,,,,,,,,,,,,,,,56,,,,,,,,,
Jerome,008 Rimrock,President,,LBT,Jo Jorgensen,6,,,,,,,,,,,,,,,30,,,,,,,,,
Jerome,009 Shepherdview,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,67,,,,,,,,,
Jerome,010 Southeast ,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,47,,,,,,,,,
Jerome,011 Southwest,President,,LBT,Jo Jorgensen,5,,,,,,,,,,,,,,,88,,,,,,,,,
Jerome,Absentee,President,,LBT,Jo Jorgensen,38,,,,,,,,,,,,,,,928,,,,,,,,,
Kootenai,1,President,,LBT,Jo Jorgensen,25,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,2,President,,LBT,Jo Jorgensen,15,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,3,President,,LBT,Jo Jorgensen,21,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,4,President,,LBT,Jo Jorgensen,11,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,5,President,,LBT,Jo Jorgensen,27,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,6,President,,LBT,Jo Jorgensen,29,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,7,President,,LBT,Jo Jorgensen,32,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,8,President,,LBT,Jo Jorgensen,32,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,9,President,,LBT,Jo Jorgensen,27,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,10,President,,LBT,Jo Jorgensen,24,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,11,President,,LBT,Jo Jorgensen,43,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,12,President,,LBT,Jo Jorgensen,7,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,13,President,,LBT,Jo Jorgensen,8,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,14,President,,LBT,Jo Jorgensen,23,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,15,President,,LBT,Jo Jorgensen,26,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,16,President,,LBT,Jo Jorgensen,18,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,17,President,,LBT,Jo Jorgensen,17,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,18,President,,LBT,Jo Jorgensen,48,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,19,President,,LBT,Jo Jorgensen,26,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,20,President,,LBT,Jo Jorgensen,22,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,21,President,,LBT,Jo Jorgensen,25,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,22,President,,LBT,Jo Jorgensen,21,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,23,President,,LBT,Jo Jorgensen,34,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,24,President,,LBT,Jo Jorgensen,23,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,25,President,,LBT,Jo Jorgensen,54,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,26,President,,LBT,Jo Jorgensen,13,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,27,President,,LBT,Jo Jorgensen,31,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,28,President,,LBT,Jo Jorgensen,55,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,29,President,,LBT,Jo Jorgensen,29,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,30,President,,LBT,Jo Jorgensen,29,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,31,President,,LBT,Jo Jorgensen,14,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,32,President,,LBT,Jo Jorgensen,25,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,33,President,,LBT,Jo Jorgensen,15,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,34,President,,LBT,Jo Jorgensen,29,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,35,President,,LBT,Jo Jorgensen,10,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,36,President,,LBT,Jo Jorgensen,12,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,37,President,,LBT,Jo Jorgensen,30,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,38,President,,LBT,Jo Jorgensen,24,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,39,President,,LBT,Jo Jorgensen,52,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,40,President,,LBT,Jo Jorgensen,56,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,41,President,,LBT,Jo Jorgensen,11,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,42,President,,LBT,Jo Jorgensen,18,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,43,President,,LBT,Jo Jorgensen,30,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,44,President,,LBT,Jo Jorgensen,42,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,45,President,,LBT,Jo Jorgensen,28,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,46,President,,LBT,Jo Jorgensen,25,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,47,President,,LBT,Jo Jorgensen,27,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,48,President,,LBT,Jo Jorgensen,9,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,49,President,,LBT,Jo Jorgensen,24,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,50,President,,LBT,Jo Jorgensen,16,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,51,President,,LBT,Jo Jorgensen,29,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,52,President,,LBT,Jo Jorgensen,14,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,53,President,,LBT,Jo Jorgensen,19,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,54,President,,LBT,Jo Jorgensen,15,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,55,President,,LBT,Jo Jorgensen,17,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,56,President,,LBT,Jo Jorgensen,18,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,57,President,,LBT,Jo Jorgensen,26,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,58,President,,LBT,Jo Jorgensen,17,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,59,President,,LBT,Jo Jorgensen,12,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,60,President,,LBT,Jo Jorgensen,12,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,61,President,,LBT,Jo Jorgensen,24,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,62,President,,LBT,Jo Jorgensen,13,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,63,President,,LBT,Jo Jorgensen,13,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,64,President,,LBT,Jo Jorgensen,19,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,65,President,,LBT,Jo Jorgensen,9,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,66,President,,LBT,Jo Jorgensen,9,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,67,President,,LBT,Jo Jorgensen,5,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,68,President,,LBT,Jo Jorgensen,10,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,69,President,,LBT,Jo Jorgensen,16,,,,,,,,,,,,,,,,,,,,,,,,
Kootenai,70,President,,LBT,Jo Jorgensen,5,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 1,President,,LBT,Jo Jorgensen,9,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 2,President,,LBT,Jo Jorgensen,22,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 3,President,,LBT,Jo Jorgensen,10,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 4,President,,LBT,Jo Jorgensen,7,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 5,President,,LBT,Jo Jorgensen,17,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 6,President,,LBT,Jo Jorgensen,17,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 7,President,,LBT,Jo Jorgensen,14,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 8,President,,LBT,Jo Jorgensen,24,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 9,President,,LBT,Jo Jorgensen,6,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 10,President,,LBT,Jo Jorgensen,10,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 11,President,,LBT,Jo Jorgensen,15,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 12,President,,LBT,Jo Jorgensen,15,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 13,President,,LBT,Jo Jorgensen,6,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 14,President,,LBT,Jo Jorgensen,13,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 15,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 16,President,,LBT,Jo Jorgensen,18,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 17,President,,LBT,Jo Jorgensen,12,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Moscow 18,President,,LBT,Jo Jorgensen,23,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Deary 19,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Farmington 20,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Genesee 21,President,,LBT,Jo Jorgensen,11,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Harvard 22,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Juliaetta 23,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Kendrick 24,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Linden 25,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Palouse 26,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Potlatch 27,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Princeton 28,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Troy North 29,President,,LBT,Jo Jorgensen,13,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Viola 30,President,,LBT,Jo Jorgensen,6,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Cora 31,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Bovill 32,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Onaway 37,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Troy South 39,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,,,,,,,,,,
Latah,Absentee 36,President,,LBT,Jo Jorgensen,306,,,,,,,,,,,,,,,,,,,,,,,,
Lemhi,001 - Salmon,President,,LBT,Jo Jorgensen,10,,,,,,,,,,,,,,,34,,,,,,,,,
Lemhi,002 - Depot,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,20,,,,,,,,,
Lemhi,003 - Brooklyn,President,,LBT,Jo Jorgensen,16,,,,,,,,,,,,,,,51,,,,,,,,,
Lemhi,004 - North Fork,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,15,,,,,,,,,
Lemhi,005 - Mineral Hill,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,7,,,,,,,,,
Lemhi,006 - Iron Creek,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,3,,,,,,,,,
Lemhi,007 - Pahsimeroi,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,5,,,,,,,,,
Lemhi,008 - Lemhi,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,9,,,,,,,,,
Lemhi,009 - Junction,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,6,,,,,,,,,
Lemhi,Absentee,President,,LBT,Jo Jorgensen,44,,,,,,,,,,,,,,,710,,,,,,,,,
Lewis,001 Nezperce,President,,LBT,Jo Jorgensen,7,,,,,,,,,,,,,,,,,,,,,,,,
Lewis,002 West Kamiah,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,,,,,,,,,,
Lewis,003 East Kamiah,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,,,,,,,,,,
Lewis,004 Craigmont,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,,,,,,,,,,
Lewis,005 Winchester,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,,,,,,,,,,
Lewis,006 Reubens,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,,,,,,,,,,
Lewis,007 Mohler,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,,,,,,,,,,
Lewis,008 Slickpoo,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,,,,,,,,,,
Lincoln,1 Shoshone,President,,LBT,Jo Jorgensen,6,,,,,,,,,,,,,,,166,,,,,,,,,
Lincoln,3 North Shoshone,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,72,,,,,,,,,
Lincoln,4 Richfield,President,,LBT,Jo Jorgensen,10,,,,,,,,,,,,,,,59,,,,,,,,,
Lincoln,5 Dietrich,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,28,,,,,,,,,
Lincoln,6 Kimama,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,0,,,,,,,,,
Madison,#1 Plano,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,5,,,,,,,,,
Madison,#2 Burton,President,,LBT,Jo Jorgensen,13,,,,,,,,,,,,,,,26,,,,,,,,,
Madison,#3 Hibbard,President,,LBT,Jo Jorgensen,19,,,,,,,,,,,,,,,31,,,,,,,,,
Madison,#4 Salem,President,,LBT,Jo Jorgensen,6,,,,,,,,,,,,,,,9,,,,,,,,,
Madison,#5 Fairgrounds,President,,LBT,Jo Jorgensen,34,,,,,,,,,,,,,,,34,,,,,,,,,
Madison,#6 Sugar City,President,,LBT,Jo Jorgensen,9,,,,,,,,,,,,,,,37,,,,,,,,,
Madison,#7 Adams,President,,LBT,Jo Jorgensen,33,,,,,,,,,,,,,,,48,,,,,,,,,
Madison,#8 Pioneer West,President,,LBT,Jo Jorgensen,29,,,,,,,,,,,,,,,53,,,,,,,,,
Madison,#9 Pioneer East,President,,LBT,Jo Jorgensen,40,,,,,,,,,,,,,,,56,,,,,,,,,
Madison,#10 Porter Park,President,,LBT,Jo Jorgensen,22,,,,,,,,,,,,,,,34,,,,,,,,,
Madison,#11 City Center,President,,LBT,Jo Jorgensen,29,,,,,,,,,,,,,,,59,,,,,,,,,
Madison,#12 4th South,President,,LBT,Jo Jorgensen,23,,,,,,,,,,,,,,,33,,,,,,,,,
Madison,#13 University,President,,LBT,Jo Jorgensen,9,,,,,,,,,,,,,,,28,,,,,,,,,
Madison,#14 Rexburg Hill,President,,LBT,Jo Jorgensen,21,,,,,,,,,,,,,,,46,,,,,,,,,
Madison,#15 Poleline,President,,LBT,Jo Jorgensen,53,,,,,,,,,,,,,,,66,,,,,,,,,
Madison,#16 Lincoln,President,,LBT,Jo Jorgensen,13,,,,,,,,,,,,,,,50,,,,,,,,,
Madison,#17 Moody,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,5,,,,,,,,,
Madison,#18 Union/Lyman,President,,LBT,Jo Jorgensen,19,,,,,,,,,,,,,,,32,,,,,,,,,
Madison,#19 Archer,President,,LBT,Jo Jorgensen,7,,,,,,,,,,,,,,,15,,,,,,,,,
Madison,#20 Trejo,President,,LBT,Jo Jorgensen,22,,,,,,,,,,,,,,,28,,,,,,,,,
Madison,#21 6th South,President,,LBT,Jo Jorgensen,13,,,,,,,,,,,,,,,44,,,,,,,,,
Madison,Absentee,President,,LBT,Jo Jorgensen,226,,,,,,,,,,,,,,,"1,094",,,,,,,,,
Minidoka,1 Acequia,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,27,,,,,,,,,
Minidoka,2 Emerson,President,,LBT,Jo Jorgensen,5,,,,,,,,,,,,,,,48,,,,,,,,,
Minidoka,3 Heyburn 1,President,,LBT,Jo Jorgensen,6,,,,,,,,,,,,,,,60,,,,,,,,,
Minidoka,4 Heyburn 2,President,,LBT,Jo Jorgensen,6,,,,,,,,,,,,,,,41,,,,,,,,,
Minidoka,5 Paul,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,54,,,,,,,,,
Minidoka,6 Pioneer,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,19,,,,,,,,,
Minidoka,7 Rupert 1,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,47,,,,,,,,,
Minidoka,8 Rupert 2,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,51,,,,,,,,,
Minidoka,9 Rupert 3,President,,LBT,Jo Jorgensen,10,,,,,,,,,,,,,,,68,,,,,,,,,
Minidoka,10 Rupert 4,President,,LBT,Jo Jorgensen,5,,,,,,,,,,,,,,,49,,,,,,,,,
Minidoka,11 Rupert 5,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,7,,,,,,,,,
Minidoka,12 Absentee,President,,LBT,Jo Jorgensen,36,,,,,,,,,,,,,,,781,,,,,,,,,
Nez Perce,Lewiston 1,President,,LBT,Jo Jorgensen,12,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 2,President,,LBT,Jo Jorgensen,9,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 3,President,,LBT,Jo Jorgensen,11,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 4,President,,LBT,Jo Jorgensen,12,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 5,President,,LBT,Jo Jorgensen,17,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 6,President,,LBT,Jo Jorgensen,8,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 7,President,,LBT,Jo Jorgensen,9,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 8,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 9,President,,LBT,Jo Jorgensen,6,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 10,President,,LBT,Jo Jorgensen,5,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 11,President,,LBT,Jo Jorgensen,1,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 12,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 13,President,,LBT,Jo Jorgensen,6,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 14,President,,LBT,Jo Jorgensen,9,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 15,President,,LBT,Jo Jorgensen,2,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 16,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 17,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 18,President,,LBT,Jo Jorgensen,9,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 19,President,,LBT,Jo Jorgensen,7,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 20,President,,LBT,Jo Jorgensen,3,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 21,President,,LBT,Jo Jorgensen,8,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Lewiston 22,President,,LBT,Jo Jorgensen,4,,,,,,,,,,,,,,,,,,,,,,,,
Nez Perce,Rimrock 23,President,,LBT,Jo Jorgensen,0,,,,,,,,,,,,,,,,,,,,,,,,
